113940
0	7587	0
0	7590	0
0	7589	0
0	7584	0
0	7583	0
0	7586	0
0	7585	0
0	7582	0
0	7581	0
0	8025	0
0	8026	0
0	8027	0
0	8028	0
0	8029	0
0	8030	0
0	8031	0
0	8032	0
0	8033	0
0	8470	0
0	8469	0
0	8468	0
0	8467	0
0	8500	0
0	8465	0
0	8464	0
0	8476	0
0	8475	0
0	8895	0
0	8896	0
0	8893	0
0	7804	0
0	8899	0
0	8900	0
1	7587	0
1	7589	0
1	8028	0
1	8029	0
1	8470	0
1	8468	0
1	8464	0
1	2164	0
1	2166	0
1	2165	0
1	2168	0
1	2167	0
1	2170	0
1	2169	0
1	2171	0
1	5641	0
1	5642	0
1	5643	0
1	9159	0
1	5639	0
1	5640	0
1	1963	0
1	1962	0
1	1961	0
1	1960	0
1	1959	0
1	1958	0
1	1957	0
1	1956	0
1	1955	0
2	7589	0
2	2168	0
2	1960	0
2	6425	0
2	2669	0
2	2664	0
2	2667	0
2	2666	0
2	2663	0
2	2662	0
2	5999	0
2	6001	0
2	6000	0
2	6003	0
2	6002	0
2	6005	0
2	6004	0
2	6007	0
2	6006	0
2	2545	0
2	2546	0
2	2543	0
2	2544	0
2	2541	0
2	2542	0
2	2539	0
2	2540	0
2	2551	0
2	5773	0
2	5772	0
2	5771	0
3	8464	0
3	2293	0
3	5504	0
3	5501	0
3	5503	0
3	5502	0
3	5505	0
3	3418	0
3	2069	0
3	2066	0
3	2067	0
3	2070	0
3	2071	0
3	2065	0
3	5239	0
3	5238	0
3	5237	0
3	5236	0
3	5243	0
3	5242	0
3	5241	0
3	5240	0
3	5245	0
4	7583	0
4	8031	0
4	8892	0
4	2071	0
4	7051	0
4	7050	0
4	3526	0
4	3527	0
4	3524	0
4	3525	0
4	3522	0
4	3523	0
4	3520	0
4	3521	0
4	3518	0
4	3519	0
4	6620	0
4	6621	0
4	6622	0
4	6623	0
4	6624	0
4	6625	0
4	6626	0
4	6627	0
4	6618	0
4	6619	0
4	2868	0
4	2867	0
4	2866	0
4	2865	0
4	2871	0
4	2870	0
4	2869	0
5	8469	0
5	8892	0
5	1858	0
5	2069	0
5	2071	0
5	5242	0
5	7051	0
5	7050	0
5	3527	0
5	3524	0
5	3523	0
5	3520	0
5	3518	0
5	6620	0
5	6622	0
5	2867	0
5	6909	0
5	3144	0
5	3143	0
5	5532	0
5	7183	0
5	7185	0
5	7186	0
5	7179	0
5	7180	0
5	7181	0
5	7182	0
5	7187	0
5	7188	0
5	3387	0
6	6487	0
6	7453	0
6	3636	0
6	3635	0
6	3639	0
6	3638	0
6	3641	0
6	3640	0
6	3631	0
6	6180	0
6	5599	0
6	5600	0
6	5601	0
6	5602	0
6	5603	0
6	5604	0
6	1921	0
6	1920	0
6	1919	0
7	2168	0
7	2171	0
7	2667	0
7	2662	0
7	5999	0
7	6007	0
7	2540	0
7	2551	0
7	5768	0
7	5765	0
7	5764	0
7	3765	0
7	3766	0
7	6465	0
7	3773	0
7	7613	0
7	7612	0
